Sentence text,Aspect text,Aspect position,Polarity,Position
this place had all the trimmings and i mean all,trimmings,"[5, 6]",positive,1501
amazing fun for hot dog lovers of all ages please do yourself a favor and check this place out,place,"[17, 18]",positive,1502
amazing fun for hot dog lovers of all ages please do yourself a favor and check this place out,hot dog,"[3, 5]",positive,1503
stepping into casa la femme last night was a true experience unlike any other in new york,casa la femme,"[2, 5]",positive,1504
highly impressed from the decor to the food to the hospitality to the great night i had,decor,"[4, 5]",positive,1505
highly impressed from the decor to the food to the hospitality to the great night i had,food,"[7, 8]",positive,1506
the have a great cocktail with citrus vodka and lemon and lime juice and mint leaves that is to die for,cocktail with citrus vodka and lemon and lime juice and mint leaves,"[4, 16]",positive,1507
food took some time to prepare all worth waiting for,food,"[0, 1]",positive,1508
we were drawn into the belly dancing show that captivated the crowd,belly dancing show,"[5, 8]",positive,1509
i never write on these sites but this restaurant is def worth commending,restaurant,"[8, 9]",positive,1510
maggot in the food,food,"[3, 4]",negative,1511
the menu looked great and the waiter was very nice but when the food came it was average,menu,"[1, 2]",positive,1512
the menu looked great and the waiter was very nice but when the food came it was average,waiter,"[6, 7]",positive,1513
the menu looked great and the waiter was very nice but when the food came it was average,food,"[13, 14]",neutral,1514
nevertheless i finished my plate and that s when i found a maggot in mushroom sauce at the bottom,mushroom sauce,"[14, 16]",negative,1515
i showed it to the manager and he smilingly apologized and brought us two free desserts but did not ask us what we wanted and so brought the last two desserts we would have asked for,manager,"[5, 6]",positive,1516
i showed it to the manager and he smilingly apologized and brought us two free desserts but did not ask us what we wanted and so brought the last two desserts we would have asked for,manager,"[5, 6]",negative,1517
the manager finally said he would comp the two glasses of wine which cost less than the food and made it seem like a big concession,manager,"[1, 2]",negative,1518
i have worked in restaurants and cook a lot and there is no way a maggot should be able to get into well prepared food,food,"[24, 25]",negative,1519
for a restaurant with such a good reputation and that is usually so packed there was no reason for such a lack of intelligent customer service,restaurant,"[2, 3]",positive,1520
for a restaurant with such a good reputation and that is usually so packed there was no reason for such a lack of intelligent customer service,customer service,"[24, 26]",negative,1521
i got hair in my food 2 times of then,food,"[5, 6]",negative,1522
great place great value,place,"[1, 2]",positive,1523
great place great value,place,"[1, 2]",positive,1524
the food is flavorful plentiful and reasonably priced,food,"[1, 2]",positive,1525
the food is flavorful plentiful and reasonably priced,food,"[1, 2]",positive,1526
the food is flavorful plentiful and reasonably priced,food,"[1, 2]",positive,1527
the atmosphere is relaxed and casual,atmosphere,"[1, 2]",positive,1528
it s a great place to order from or sit in,place,"[4, 5]",positive,1529
sushi experience was unbelievable with my fiance,sushi,"[0, 1]",positive,1530
good creative rolls,rolls,"[2, 3]",positive,1531
good creative rolls,rolls,"[2, 3]",positive,1532
yamato is an excellent place to go if youre not into sashimi or if you have friends who doesnt like sushi much,yamato,"[0, 1]",positive,1533
they have great rolls the triple color and norwegetan rolls are awesome and filling,rolls,"[3, 4]",positive,1534
they have great rolls the triple color and norwegetan rolls are awesome and filling,triple color and norwegetan rolls,"[5, 10]",positive,1535
they have great rolls the triple color and norwegetan rolls are awesome and filling,triple color and norwegetan rolls,"[5, 10]",positive,1536
one special roll and one regular roll is enough to fill you up but save room for dessert,dessert,"[17, 18]",positive,1537
one special roll and one regular roll is enough to fill you up but save room for dessert,special roll,"[1, 3]",positive,1538
one special roll and one regular roll is enough to fill you up but save room for dessert,regular roll,"[5, 7]",positive,1539
they have a delicious banana chocolate dessert as well as a great green tea tempura,banana chocolate dessert,"[4, 7]",positive,1540
they have a delicious banana chocolate dessert as well as a great green tea tempura,green tea tempura,"[12, 15]",positive,1541
the appetizers are also delicious,appetizers,"[1, 2]",positive,1542
amazing food,food,"[1, 2]",positive,1543
mazing interior,interior,"[1, 2]",negative,1544
great food,food,"[1, 2]",positive,1545
i ve had my fair share of modern japanese and this spot delivers,modern japanese,"[7, 9]",positive,1546
the atmosphere was pretty nice but had a bit lacking which it tries to make up for with a crazy scheme of mirrors,atmosphere,"[1, 2]",negative,1547
the atmosphere was pretty nice but had a bit lacking which it tries to make up for with a crazy scheme of mirrors,scheme of mirrors,"[20, 23]",negative,1548
despite the confusing mirrors this will likely be my go to for modern japanese food for the foreseeable future,modern japanese food,"[12, 15]",positive,1549
despite the confusing mirrors this will likely be my go to for modern japanese food for the foreseeable future,mirrors,"[3, 4]",negative,1550
indo chinese food pretty good,indo chinese food,"[0, 3]",positive,1551
not a very fancy place but very good chinese style indian food,place,"[4, 5]",neutral,1552
not a very fancy place but very good chinese style indian food,chinese style indian food,"[8, 12]",positive,1553
the chicken lollipop is my favorite most of the dishes i have to agree with a previous reviewer are quite oily and very spicy espeically the chilli chicken,chicken lollipop,"[1, 3]",positive,1554
the chicken lollipop is my favorite most of the dishes i have to agree with a previous reviewer are quite oily and very spicy espeically the chilli chicken,dishes,"[9, 10]",negative,1555
the chicken lollipop is my favorite most of the dishes i have to agree with a previous reviewer are quite oily and very spicy espeically the chilli chicken,chilli chicken,"[26, 28]",negative,1556
my mom originally introduced me to this place but even she being indian feels the food can be somewhat over the top spicy and far too oily,food,"[15, 16]",negative,1557
i was speechless by the horrible food,food,"[6, 7]",negative,1558
i attended a holiday dinner at the restaurant and the food was majorly disappointing,food,"[10, 11]",negative,1559
rather than preparing vegetarian dish the chef presented me with a plate of steamed vegetables minus sauce seasoning or any form or aesthetic presentation,chef,"[6, 7]",negative,1560
rather than preparing vegetarian dish the chef presented me with a plate of steamed vegetables minus sauce seasoning or any form or aesthetic presentation,vegetarian dish,"[3, 5]",negative,1561
rather than preparing vegetarian dish the chef presented me with a plate of steamed vegetables minus sauce seasoning or any form or aesthetic presentation,vegetarian dish,"[3, 5]",negative,1562
this place survives on reputation alone,place,"[1, 2]",negative,1563
this is the most wonderful restaurant in all of new york city not just brooklyn,restaurant,"[5, 6]",positive,1564
for 7 years they have put out the most tasty most delicious food and kept it that way,food,"[12, 13]",positive,1565
never swaying never a bad meal never bad service,meal,"[5, 6]",positive,1566
never swaying never a bad meal never bad service,service,"[8, 9]",positive,1567
great food great wine list great service in a great neighborhood,food,"[1, 2]",positive,1568
great food great wine list great service in a great neighborhood,wine list,"[3, 5]",positive,1569
great food great wine list great service in a great neighborhood,service,"[6, 7]",positive,1570
great food great wine list great service in a great neighborhood,neighborhood,"[10, 11]",positive,1571
patsy s pizza true love,patsy s pizza,"[0, 3]",positive,1572
hands down the best pizza on the planet,pizza,"[4, 5]",positive,1573
great hot dogs,hot dogs,"[1, 3]",positive,1574
the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside,hot dogs,"[1, 3]",positive,1575
great toppings definitely a place you need to check out for late night munchies or a mid day boost,toppings,"[1, 2]",positive,1576
great toppings definitely a place you need to check out for late night munchies or a mid day boost,place,"[4, 5]",positive,1577
for me dishes a little oily but overall dining experience good,dishes,"[2, 3]",negative,1578
helpful service and average price per dish 10,service,"[1, 2]",positive,1579
helpful service and average price per dish 10,dish,"[6, 7]",positive,1580
the only thing that strikes you is the decor not very pleasant,decor,"[8, 9]",negative,1581
great food,food,"[1, 2]",positive,1582
this place has great indian chinese food,indian chinese food,"[4, 7]",positive,1583
be prepared to wait because the place is pretty tiny,place,"[6, 7]",negative,1584
even though the place is not beautiful the food speaks for itself,place,"[3, 4]",negative,1585
even though the place is not beautiful the food speaks for itself,food,"[8, 9]",positive,1586
best indian chinese in the city by far,indian chinese,"[1, 3]",positive,1587
i came across village underground by accident now i go there all the time,village underground,"[3, 5]",positive,1588
the martinis are amazing and very fairly priced,martinis,"[1, 2]",positive,1589
the martinis are amazing and very fairly priced,martinis,"[1, 2]",positive,1590
the service is amazing i ve had different waiters and they were all nice which is a rare thing in nyc,service,"[1, 2]",positive,1591
the service is amazing i ve had different waiters and they were all nice which is a rare thing in nyc,waiters,"[8, 9]",positive,1592
the dj is awesome i have been there for my birthday and a bunch of other times with friends and i keep going back,dj,"[1, 2]",positive,1593
everything on the menu is great,menu,"[3, 4]",positive,1594
this establishment is the real deal,establishment,"[1, 2]",positive,1595
wish ny had more of these kind of places intimate superb food homey top notch all the way around certainly worth the wait,food,"[11, 12]",positive,1596
but 500 for a dinner for two that didn t include wine,dinner for two,"[4, 7]",negative,1597
look the appetizers were really good,appetizers,"[2, 3]",positive,1598
the entree was also very good,entree,"[1, 2]",positive,1599
what you are paying for is the environment and the name,environment,"[7, 8]",neutral,1600
yes the place is classy and beautiful but they most certainly target the uber whealthy not the common joe that wants to go all out every once in a while,place,"[2, 3]",positive,1601
yes the place is classy and beautiful but they most certainly target the uber whealthy not the common joe that wants to go all out every once in a while,place,"[2, 3]",negative,1602
vanison was good but not amazing,vanison,"[0, 1]",neutral,1603
bison was quite excellent however,bison,"[0, 1]",positive,1604
dessert pure disaster,dessert,"[0, 1]",negative,1605
i read reviews that called the restaurant too expensive and i thought to myself but may be it is worth it,restaurant,"[6, 7]",negative,1606
i read reviews that called the restaurant too expensive and i thought to myself but may be it is worth it,restaurant,"[6, 7]",negative,1607
the four seasons has history and it is a sort of landmark of new york city restaurants but trust me they will charge you through the nose just so that you can say i ve been to the four seasons restaurant,the four seasons,"[0, 3]",neutral,1608
the four seasons has history and it is a sort of landmark of new york city restaurants but trust me they will charge you through the nose just so that you can say i ve been to the four seasons restaurant,the four seasons,"[0, 3]",negative,1609
all in all the food was great except for the dessserts,food,"[4, 5]",positive,1610
all in all the food was great except for the dessserts,dessserts,"[10, 11]",negative,1611
the environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts,environment,"[1, 2]",neutral,1612
if you are going for the food it will not be worth it,food,"[6, 7]",negative,1613
you would think they would make up for it with service sadly no,service,"[10, 11]",negative,1614
service was just ok it is not what you d expect for 500,service,"[0, 1]",negative,1615
i agree that dining at casa la femme is like no other dining experience,casa la femme,"[5, 8]",negative,1616
i literally just got back home after visiting casa la femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time,casa la femme,"[8, 11]",negative,1617
i literally just got back home after visiting casa la femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time,casa la femme,"[8, 11]",negative,1618
we did arrive late for our reservation so i can not complain too much about the wait for a table,wait,"[16, 17]",neutral,1619
the place is beautiful,place,"[1, 2]",positive,1620
the hostess was very pleasant,hostess,"[1, 2]",positive,1621
however our 14 drinks were were horrible,drinks,"[3, 4]",negative,1622
however our 14 drinks were were horrible,drinks,"[3, 4]",negative,1623
we also asked for hooka six times and the waiter kept telling us one minute and never returning with the hooka,waiter,"[9, 10]",negative,1624
after the 4th time i asked again and the waiter than said after our dinner,waiter,"[9, 10]",negative,1625
we asked for sides which the waiter than admitted that he forgot to put in that part of our order,waiter,"[6, 7]",negative,1626
my chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin,chicken,"[1, 2]",negative,1627
i would not expect this for a 55 dinner,dinner,"[8, 9]",negative,1628
i would not expect this for a 55 dinner,dinner,"[8, 9]",negative,1629
by the time we left our wallets were empy and so were our stomachs and we missed the show we were supposed to see following our dinner which would have been acceptable if we got to enjoy the experience of good food and belly dancers,food,"[41, 42]",negative,1630
if it seemed possible to do so while there i would have fought my bill since my dinner portion of my meal was inedible,meal,"[21, 22]",negative,1631
i have never left a restaurant feeling as if i was abused and wasted my hard earned money,restaurant,"[5, 6]",negative,1632
i have never left a restaurant feeling as if i was abused and wasted my hard earned money,restaurant,"[5, 6]",negative,1633
the menu is fairly simple without much descriptions,menu,"[1, 2]",neutral,1634
there was no tap beer that evening which was a disappointment,beer,"[4, 5]",negative,1635
not much of a selection of bottled beer either we went with brahma,selection of bottled beer,"[4, 8]",negative,1636
the appetizers we ordered were served quickly an order of fried oysters and clams were delicious but a tiny portion maybe 3 of each,fried oysters and clams,"[10, 14]",positive,1637
the appetizers we ordered were served quickly an order of fried oysters and clams were delicious but a tiny portion maybe 3 of each,fried oysters and clams,"[10, 14]",negative,1638
the lobster knuckles special of the day were ok but pretty tasteless,lobster knuckles,"[1, 3]",neutral,1639
the lobster knuckles special of the day were ok but pretty tasteless,lobster knuckles,"[1, 3]",negative,1640
i believe there were 2 shrimp in the salt encrusted shrimp appetizer,salt encrusted shrimp appetizer,"[8, 12]",negative,1641
i had the thai style fried sea bass which was very good,thai style fried sea bass,"[3, 8]",positive,1642
everyone seemed generally happy with their food except my brother who had the grilled mahi mahi seemingly drenched in grapfruit juice,food,"[6, 7]",positive,1643
everyone seemed generally happy with their food except my brother who had the grilled mahi mahi seemingly drenched in grapfruit juice,grilled mahi mahi,"[13, 16]",negative,1644
everyone seemed generally happy with their food except my brother who had the grilled mahi mahi seemingly drenched in grapfruit juice,grilled mahi mahi,"[13, 16]",negative,1645
i heard the lobster roll was excellent,lobster roll,"[3, 5]",positive,1646
all in all the food was good a little on the expensive side but fresh,food,"[4, 5]",positive,1647
all in all the food was good a little on the expensive side but fresh,food,"[4, 5]",negative,1648
service not the friendliest to our large party,service,"[0, 1]",negative,1649
great indian food,indian food,"[1, 3]",positive,1650
food was amazing i love indian food and eat it quite regularly but i can say this is one of the best i ve had,food,"[0, 1]",positive,1651
very normal indian food but done really well,indian food,"[2, 4]",neutral,1652
very normal indian food but done really well,indian food,"[2, 4]",positive,1653
i have it a 4 instead of 5 because of the price just chicken tikka masala no bread of rice is 25 which i would expect at a upscale indian restaurant but this place doesn t have an upscale feel,place,"[33, 34]",positive,1654
i have it a 4 instead of 5 because of the price just chicken tikka masala no bread of rice is 25 which i would expect at a upscale indian restaurant but this place doesn t have an upscale feel,place,"[33, 34]",negative,1655
i have it a 4 instead of 5 because of the price just chicken tikka masala no bread of rice is 25 which i would expect at a upscale indian restaurant but this place doesn t have an upscale feel,chicken tikka masala,"[13, 16]",negative,1656
i have it a 4 instead of 5 because of the price just chicken tikka masala no bread of rice is 25 which i would expect at a upscale indian restaurant but this place doesn t have an upscale feel,feel,"[39, 40]",negative,1657
also waiters try to push more food on you like suggest things as if they are complimentary when they actually cost,waiters,"[1, 2]",negative,1658
but if you re prepared to spend some and remember to ask if something they offer is complimentary then this is the place to go for indian food,indian food,"[26, 28]",positive,1659
but if you re prepared to spend some and remember to ask if something they offer is complimentary then this is the place to go for indian food,place,"[22, 23]",negative,1660
bukhara grill the tagline says it all indian spice rave,bukhara grill,"[0, 2]",positive,1661
the lunch buffet is expensive but is deff worth it,lunch buffet,"[1, 3]",negative,1662
the lunch buffet is expensive but is deff worth it,lunch buffet,"[1, 3]",positive,1663
we have gone for dinner only a few times but the same great quality and service is given,service,"[15, 16]",positive,1664
we have gone for dinner only a few times but the same great quality and service is given,dinner,"[4, 5]",positive,1665
bukhara is on my top 5 indian places in nyc,bukhara,"[0, 1]",positive,1666
i have never been so disgusted by both food an service,food,"[8, 9]",negative,1667
i have never been so disgusted by both food an service,service,"[10, 11]",negative,1668
however once i received my predictably mediocre order of what dokebi thinks passes as korean fair sometimes you have to settle when it s your only option i got through about half my kimchee before i found a piece of random lettuce accompanied by a far more disgusting slimy clearly bad piece of fish skin,kimchee,"[33, 34]",negative,1669
however once i received my predictably mediocre order of what dokebi thinks passes as korean fair sometimes you have to settle when it s your only option i got through about half my kimchee before i found a piece of random lettuce accompanied by a far more disgusting slimy clearly bad piece of fish skin,korean fair,"[14, 16]",negative,1670
my main concern was the sanity of the food that was being sent out to myself and others but i would be lying is i said that as someone who has worked in restaurants since the age of fifteen i was expecting at least a minimal effort on the part of the restaurant to amend the situation,food,"[8, 9]",negative,1671
my girlfriend being slightly more aggressive and having been equally disgusted causing her to throw out the remainder of her barely eaten meal called back only to be informed that i was probably wrong and that it was most likely an oyster and that we were also blacklisted from their restaurant,meal,"[22, 23]",negative,1672
it wasn t as if this restaurant had any major bragging points before hand but now it s simply repulsive,restaurant,"[6, 7]",negative,1673
gorgeous place ideal for a romantic dinner,place,"[1, 2]",positive,1674
gorgeous place ideal for a romantic dinner,place,"[1, 2]",positive,1675
i book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot,four course prix fix menu,"[10, 15]",positive,1676
i book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot,white organza tent,"[4, 7]",positive,1677
the service was spectacular as the waiter knew everything about the menu and his recommendations were amazing,service,"[1, 2]",positive,1678
the service was spectacular as the waiter knew everything about the menu and his recommendations were amazing,waiter,"[6, 7]",positive,1679
i completely recommend casa la femme for any special occasion and to really impress your date,casa la femme,"[3, 6]",positive,1680
the bibimbap was average but the stone bowl wasn t even close to sizzling,bibimbap,"[1, 2]",neutral,1681
the bibimbap was average but the stone bowl wasn t even close to sizzling,stone bowl,"[6, 8]",negative,1682
too bad i had paid an extra 2 for the stone bowl,stone bowl,"[10, 12]",negative,1683
the nakgi bokum was horrible,nakgi bokum,"[1, 3]",negative,1684
easily the worst stir fried squid i ve ever tasted,stir fried squid,"[3, 6]",negative,1685
the sauce tasted more like chinese fast food than decent korean,sauce,"[1, 2]",negative,1686
the side dishes were passable and i did get a refill upon request,side dishes,"[1, 3]",neutral,1687
the side dishes were passable and i did get a refill upon request,side dishes,"[1, 3]",neutral,1688
the real problem i had with this place was the complete lack of service,service,"[13, 14]",negative,1689
my wife had barely touched that mess of a dish,dish,"[9, 10]",negative,1690
the wife had the risotto which was amazing,risotto,"[4, 5]",positive,1691
the farro salad and the mashed yukon potatoes were also extremely tasty,farro salad,"[1, 3]",positive,1692
the farro salad and the mashed yukon potatoes were also extremely tasty,mashed yukon potatoes,"[5, 8]",positive,1693
i love margherita pizza i looove east village pizza,east village pizza,"[6, 9]",positive,1694
i love margherita pizza i looove east village pizza,margherita pizza,"[2, 4]",positive,1695
love this place every time we are in the city this is one of the places we always go,place,"[2, 3]",positive,1696
a quintessential slice of nyc pizza,slice of nyc pizza,"[2, 6]",neutral,1697
the crust has a great bite and a good chew the sauce is light with a nice acidity to it the salt from the cheese is great really heightens the flavor of all the other components,crust,"[1, 2]",positive,1698
the crust has a great bite and a good chew the sauce is light with a nice acidity to it the salt from the cheese is great really heightens the flavor of all the other components,sauce,"[11, 12]",positive,1699
the crust has a great bite and a good chew the sauce is light with a nice acidity to it the salt from the cheese is great really heightens the flavor of all the other components,cheese,"[24, 25]",positive,1700
personally i like the margherita pizza better but they are all good,margherita pizza,"[4, 6]",positive,1701
possibly the most romantic restaurant in the city,restaurant,"[4, 5]",positive,1702
this is undoubtedly my favorite modern japanese brasserie that don t serve sushi and in my opinion one of the most romantic restaurants in the city,modern japanese brasserie,"[5, 8]",positive,1703
this is undoubtedly my favorite modern japanese brasserie that don t serve sushi and in my opinion one of the most romantic restaurants in the city,modern japanese brasserie,"[5, 8]",positive,1704
not only is it an adventure getting to this somewhat hidden spot once you enter the unmarked wooden doors the zen and intimate d cor will make you feel like you re no longer in the city,spot,"[11, 12]",neutral,1705
not only is it an adventure getting to this somewhat hidden spot once you enter the unmarked wooden doors the zen and intimate d cor will make you feel like you re no longer in the city,unmarked wooden doors,"[16, 19]",positive,1706
not only is it an adventure getting to this somewhat hidden spot once you enter the unmarked wooden doors the zen and intimate d cor will make you feel like you re no longer in the city,d cor,"[23, 25]",positive,1707
if you re planning to come here make sure that your date is someone whom you really like since you ll be ushered to private booths where there will be no people or food watching choose the ones on the ground level that have glass ceilings so you may see the stars in the sky,private booths,"[24, 26]",positive,1708
if you re planning to come here make sure that your date is someone whom you really like since you ll be ushered to private booths where there will be no people or food watching choose the ones on the ground level that have glass ceilings so you may see the stars in the sky,glass ceilings,"[44, 46]",positive,1709
it s just you and your date and an occasional cute excuse me before the waiter opens the little curtain to your booth,waiter,"[15, 16]",positive,1710
my party had the bbe 29 fixe prix menu which was such a wonderful deal since it also came with a flight of sake,bbe 29 fixe prix menu,"[4, 9]",positive,1711
my party had the bbe 29 fixe prix menu which was such a wonderful deal since it also came with a flight of sake,bbe 29 fixe prix menu,"[4, 9]",positive,1712
we started off with a delightful sashimi amuse bouche,sashimi amuse bouche,"[6, 9]",positive,1713
i picked the grilled black cod as my entree which i absolutely devoured while someone commented that the grilled salmon dish was better,grilled black cod,"[3, 6]",positive,1714
i picked the grilled black cod as my entree which i absolutely devoured while someone commented that the grilled salmon dish was better,grilled salmon dish,"[18, 21]",positive,1715
the sake s complimented the courses very well and is successfully easing me into the sake world,sake s,"[1, 3]",positive,1716
for desserts we tried the frozen black sesame mousse interesting but not extraordinary and matcha powdered green tea and blueberry cheesecake which was phenomenal,frozen black sesame mousse,"[5, 9]",neutral,1717
for desserts we tried the frozen black sesame mousse interesting but not extraordinary and matcha powdered green tea and blueberry cheesecake which was phenomenal,matcha powdered green tea and blueberry cheesecake,"[14, 21]",positive,1718
maybe it was the great company i had friends visiting from philly yes it was not a date this time or the super reasonable price point but i just can t say enough good things about this brasserie,brasserie,"[37, 38]",positive,1719
maybe it was the great company i had friends visiting from philly yes it was not a date this time or the super reasonable price point but i just can t say enough good things about this brasserie,brasserie,"[37, 38]",positive,1720
i don t usually visit the same establishment more than once what more twice but i ll come to zenkichi anytime for a quiet unhurried and memorable dinner,zenkichi,"[19, 20]",positive,1721
i don t usually visit the same establishment more than once what more twice but i ll come to zenkichi anytime for a quiet unhurried and memorable dinner,zenkichi,"[19, 20]",positive,1722
the service leaves much to be desired from feeling like you are rushed the place your order to being ignored the rest of the night,service,"[1, 2]",negative,1723
they are extremely rude not even apologizing for the horrible service we got and handing us a bill well over 500 for some drinks adn their pita bread,service,"[10, 11]",negative,1724
they are extremely rude not even apologizing for the horrible service we got and handing us a bill well over 500 for some drinks adn their pita bread,drinks,"[23, 24]",negative,1725
they are extremely rude not even apologizing for the horrible service we got and handing us a bill well over 500 for some drinks adn their pita bread,pita bread,"[26, 28]",negative,1726
great shabu shabu,shabu shabu,"[1, 3]",positive,1727
i tried a couple other dishes but wasn t too impressed,dishes,"[5, 6]",neutral,1728
but for the shabu shabu you won t find much better in ny,shabu shabu,"[3, 5]",positive,1729
the meat is fresh the sauces are great you get kimchi and a salad free with your meal and service is good too,meat,"[1, 2]",positive,1730
the meat is fresh the sauces are great you get kimchi and a salad free with your meal and service is good too,sauces,"[5, 6]",positive,1731
the meat is fresh the sauces are great you get kimchi and a salad free with your meal and service is good too,service,"[19, 20]",positive,1732
the meat is fresh the sauces are great you get kimchi and a salad free with your meal and service is good too,meal,"[17, 18]",positive,1733
the meat is fresh the sauces are great you get kimchi and a salad free with your meal and service is good too,kimchi,"[10, 11]",positive,1734
the meat is fresh the sauces are great you get kimchi and a salad free with your meal and service is good too,salad,"[13, 14]",positive,1735
dokebi gives williamsburg the right one two punch of classic korean food and fusion twists like pork belly tacos,korean food,"[10, 12]",positive,1736
dokebi gives williamsburg the right one two punch of classic korean food and fusion twists like pork belly tacos,fusion twists,"[13, 15]",positive,1737
dokebi gives williamsburg the right one two punch of classic korean food and fusion twists like pork belly tacos,pork belly tacos,"[16, 19]",positive,1738
the hot dogs are good yes but the reason to get over here is the fantastic pork croquette sandwich perfect on its supermarket squishy bun,hot dogs,"[1, 3]",positive,1739
the hot dogs are good yes but the reason to get over here is the fantastic pork croquette sandwich perfect on its supermarket squishy bun,pork croquette sandwich,"[16, 19]",positive,1740
the hot dogs are good yes but the reason to get over here is the fantastic pork croquette sandwich perfect on its supermarket squishy bun,bun,"[24, 25]",positive,1741
restaurant with a view,view,"[3, 4]",neutral,1742
the food tasted very good,food,"[1, 2]",positive,1743
the family seafood entree was very good,family seafood entree,"[1, 4]",positive,1744
the main entree was also very good,main entree,"[1, 3]",positive,1745
price is high but the food is good so i would come back again,food,"[5, 6]",positive,1746
price is high but the food is good so i would come back again,food,"[5, 6]",negative,1747
this place doesn t make any sense,place,"[1, 2]",negative,1748
this place has totally weird decor stairs going up with mirrored walls i am surprised how no one yet broke their head or fall off the stairs mirrored walls make you dizzy and delusional,decor,"[5, 6]",negative,1749
this place has totally weird decor stairs going up with mirrored walls i am surprised how no one yet broke their head or fall off the stairs mirrored walls make you dizzy and delusional,mirrored walls,"[10, 12]",negative,1750
this place is not inviting and the food is totally weird,place,"[1, 2]",negative,1751
this place is not inviting and the food is totally weird,food,"[7, 8]",negative,1752
the concept of japanese tapas is newly created and clearly doesn t work,japanese tapas,"[3, 5]",negative,1753
the food they serve is not comforting not appetizing and uncooked,food,"[1, 2]",negative,1754
good food,food,"[1, 2]",positive,1755
the food was great and tasty but the sitting space was too small i don t like being cramp in a corner,food,"[1, 2]",positive,1756
the food was great and tasty but the sitting space was too small i don t like being cramp in a corner,sitting space,"[8, 10]",negative,1757
over all it was a very nice romantic place,place,"[8, 9]",positive,1758
over all it was a very nice romantic place,place,"[8, 9]",positive,1759
a coworker and i tried pacifico after work a few fridays and loved it,pacifico,"[5, 6]",positive,1760
the atmosphere was great,atmosphere,"[1, 2]",positive,1761
the food we ordered was excellent although i wouldn t say the margaritas were anything to write home about,food,"[1, 2]",positive,1762
the food we ordered was excellent although i wouldn t say the margaritas were anything to write home about,margaritas,"[12, 13]",neutral,1763
our waitress wasn t mean but not especially warm or attentive either,waitress,"[1, 2]",neutral,1764
i must say i am surprised by the bad reviews of the restaurant earlier in the year though,restaurant,"[12, 13]",positive,1765
regardless we ll be back and can t wait to visit in the summer to take advantage of the patio,patio,"[19, 20]",positive,1766
the servers at flatbush farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention,servers,"[1, 2]",negative,1767
a different server enhanced the fun dumping our entrees in front of us halfway through our appetizer which was delicious,server,"[2, 3]",negative,1768
a different server enhanced the fun dumping our entrees in front of us halfway through our appetizer which was delicious,appetizer,"[16, 17]",positive,1769
overall the food quality was pretty good though i hear the salmon is much better when it hasn t sat cooling in front of the guest,food,"[2, 3]",positive,1770
the place has a nice fit out some attractive furnishings and from what i could tell a reasonable wine list i was given the food menu when i asked for the carte des vins,fit out,"[5, 7]",positive,1771
the place has a nice fit out some attractive furnishings and from what i could tell a reasonable wine list i was given the food menu when i asked for the carte des vins,furnishings,"[9, 10]",positive,1772
the place has a nice fit out some attractive furnishings and from what i could tell a reasonable wine list i was given the food menu when i asked for the carte des vins,wine list,"[18, 20]",positive,1773
how is this palce still open,palce,"[3, 4]",negative,1774
everything was going good until we got our meals,meals,"[8, 9]",negative,1775
i took one look at the chicken and i was appalled,chicken,"[6, 7]",negative,1776
it was served with skin over a bed of extremely undercooked spinach and mashed potatoes,spinach,"[11, 12]",negative,1777
i took one bite from the 24 salmon and i have never in the 17 years i have been going to restaurants tasted salmon as fishy as dry and as bland as the one in flatbush farms,salmon,"[7, 8]",negative,1778
i took one bite from the 24 salmon and i have never in the 17 years i have been going to restaurants tasted salmon as fishy as dry and as bland as the one in flatbush farms,salmon,"[7, 8]",negative,1779
at this point the waitress comes over and asks us if everything was okay i was literally so shocked that i was speechless and didn t say anything and guess what the waitress walked away,waitress,"[4, 5]",negative,1780
so i switch with my boyfriend again to see if maybe i could stomach the meat and spinach again but the spinach was so undercooked that i just could not bite through it,spinach,"[17, 18]",negative,1781
this is where it really really gets bad the manager said there is absolutely nothing we can do it s a matter of taste that she didn t like it and i cannot comp it,manager,"[9, 10]",negative,1782
the manager came to the table and said we can do what we want so we paid for what we did enjoy the drinks and appetizers and walked out,manager,"[1, 2]",negative,1783
the manager came to the table and said we can do what we want so we paid for what we did enjoy the drinks and appetizers and walked out,drinks,"[23, 24]",positive,1784
the manager came to the table and said we can do what we want so we paid for what we did enjoy the drinks and appetizers and walked out,appetizers,"[25, 26]",positive,1785
this staff should be fired,staff,"[1, 2]",negative,1786
cirspy crust margherita pizza,margherita pizza,"[2, 4]",positive,1787
it was really good pizza,pizza,"[4, 5]",positive,1788
the crust was imazingly cooked well and pizza was fully loaded,crust,"[1, 2]",positive,1789
the crust was imazingly cooked well and pizza was fully loaded,pizza,"[7, 8]",positive,1790
single worst restaurant in manhattan,restaurant,"[2, 3]",negative,1791
i ll being with a couple of positives cool decor good pita and hummus and grilled octopus that was actually pretty tasty,decor,"[9, 10]",positive,1792
