Sentence text,Aspect text,Aspect position,Polarity,Position
downtown dinner 2002 prixe fix appetizers were ok waiter gave me poor suggestion try the potato stuff kanish best one,potato stuff kanish,"[15, 18]",positive,1005
small servings for main entree i had salmon wasnt impressed girlfriend had chicken it was good,salmon,"[7, 8]",negative,1006
small servings for main entree i had salmon wasnt impressed girlfriend had chicken it was good,chicken,"[12, 13]",positive,1007
small servings for main entree i had salmon wasnt impressed girlfriend had chicken it was good,servings for main entree,"[1, 5]",negative,1008
dessert is a joke dont bother,dessert,"[0, 1]",negative,1009
volare virgins or weekly regulars everyone gets treated the same and you can t ask for more than that when the service is this friendly,service,"[21, 22]",positive,1010
the restaurant has a family feel not least with regard to the portions which are enormous the veal alone could have single handedly solved third world famine,restaurant,"[1, 2]",positive,1011
the restaurant has a family feel not least with regard to the portions which are enormous the veal alone could have single handedly solved third world famine,portions,"[12, 13]",positive,1012
the restaurant has a family feel not least with regard to the portions which are enormous the veal alone could have single handedly solved third world famine,veal,"[17, 18]",positive,1013
the anti pasta was excellent especially the calamari as were the filling pasta mains,anti pasta,"[1, 3]",positive,1014
the anti pasta was excellent especially the calamari as were the filling pasta mains,calamari,"[7, 8]",positive,1015
the anti pasta was excellent especially the calamari as were the filling pasta mains,pasta mains,"[12, 14]",positive,1016
the anti pasta was excellent especially the calamari as were the filling pasta mains,pasta mains,"[12, 14]",positive,1017
the wine list is extensive and can easily hike up an otherwise reasonably priced meal,wine list,"[1, 3]",positive,1018
the wine list is extensive and can easily hike up an otherwise reasonably priced meal,meal,"[14, 15]",positive,1019
still any quibbles about the bill were off set by the pour your own measures of liquers which were courtesey of the house,measures of liquers,"[14, 17]",positive,1020
fantastic place,place,"[1, 2]",positive,1021
lucky strike is a great casual place to just grab a bite to eat,lucky strike,"[0, 2]",positive,1022
great food great decor great service,food,"[1, 2]",positive,1023
great food great decor great service,decor,"[3, 4]",positive,1024
great food great decor great service,service,"[5, 6]",positive,1025
this is the perfect spot for meeting friends having lunch dinner pre theatre or after theatre drinks,spot,"[4, 5]",positive,1026
always ask the bartender for the seasonal beer,seasonal beer,"[6, 8]",positive,1027
excellent spot for holiday get togethers with co workers or friends that you haven t seen in a while,spot,"[1, 2]",positive,1028
i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed,heartland brewery,"[10, 12]",positive,1029
what a great place,place,"[3, 4]",positive,1030
not the typical nyc gimmick theme restaurant,restaurant,"[6, 7]",positive,1031
a cool bar with great food and tons of excellent beer,bar,"[2, 3]",positive,1032
a cool bar with great food and tons of excellent beer,food,"[5, 6]",positive,1033
a cool bar with great food and tons of excellent beer,beer,"[10, 11]",positive,1034
a cool bar with great food and tons of excellent beer,beer,"[10, 11]",positive,1035
the shrimp scampi was excellent and the antipasti were plentiful,shrimp scampi,"[1, 3]",positive,1036
the shrimp scampi was excellent and the antipasti were plentiful,antipasti,"[7, 8]",positive,1037
if you venture off the island of manhattan and can t seem to find a great italian restaurant drive to corona,corona,"[20, 21]",positive,1038
the only thing more wonderful than the food which is exceptional is the service,food,"[7, 8]",positive,1039
the only thing more wonderful than the food which is exceptional is the service,service,"[13, 14]",positive,1040
the only thing the waiters don t do for you is wipe your chin when you leave,waiters,"[4, 5]",positive,1041
cozy romantic atomosphere with only around 15 tables at most,atomosphere,"[2, 3]",positive,1042
service was very prompt but slightly rushed,service,"[0, 1]",positive,1043
food was very good but not what i would consider out of this world,food,"[0, 1]",neutral,1044
too bad the food wasn t of the same heritage,food,"[3, 4]",negative,1045
the porcini mushroom pasta special was tasteless so was the seafood tagliatelle,porcini mushroom pasta special,"[1, 5]",negative,1046
the porcini mushroom pasta special was tasteless so was the seafood tagliatelle,seafood tagliatelle,"[10, 12]",negative,1047
but that wasn t the icing on the cake a tiramisu that resembled nothing i have ever had,tiramisu,"[10, 11]",negative,1048
i really liked this place,place,"[4, 5]",positive,1049
this place has the best chinese style bbq ribs in the city,bbq ribs,"[7, 9]",positive,1050
this place has the best chinese style bbq ribs in the city,bbq ribs,"[7, 9]",positive,1051
i also recommend the rice dishes or the different varieties of congee rice porridge,rice dishes,"[4, 6]",positive,1052
i also recommend the rice dishes or the different varieties of congee rice porridge,congee rice porridge,"[11, 14]",positive,1053
it s definately not a place to go if you want to impress someone,place,"[5, 6]",negative,1054
however if you want great food at a great price and don t mind the decor you can t beat this place,food,"[5, 6]",positive,1055
however if you want great food at a great price and don t mind the decor you can t beat this place,decor,"[15, 16]",neutral,1056
however if you want great food at a great price and don t mind the decor you can t beat this place,food,"[5, 6]",positive,1057
quick and friendly service,service,"[3, 4]",positive,1058
when you re sitting in their main dining room which has a spectacular hand painted high ceiling you d never know there was a world outside,main dining room,"[6, 9]",positive,1059
when you re sitting in their main dining room which has a spectacular hand painted high ceiling you d never know there was a world outside,ceiling,"[16, 17]",positive,1060
the food is wonderful tasty and filling and the service is professional and friendly,food,"[1, 2]",positive,1061
the food is wonderful tasty and filling and the service is professional and friendly,food,"[1, 2]",positive,1062
the food is wonderful tasty and filling and the service is professional and friendly,service,"[9, 10]",positive,1063
i can t wait for summer when they serve outside on their gigantic patio,patio,"[13, 14]",positive,1064
i recently tried suan and i thought that it was great,suan,"[3, 4]",positive,1065
this little place definitely exceeded my expectations and you sure get a lot of food for your money,food,"[14, 15]",positive,1066
this little place definitely exceeded my expectations and you sure get a lot of food for your money,place,"[2, 3]",positive,1067
this little place definitely exceeded my expectations and you sure get a lot of food for your money,food,"[14, 15]",positive,1068
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals,service,"[1, 2]",positive,1069
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals,food,"[8, 9]",positive,1070
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals,hot sauce,"[17, 19]",positive,1071
good food,food,"[1, 2]",positive,1072
good drink,drink,"[1, 2]",positive,1073
i have never had cheescake like this,cheescake,"[4, 5]",positive,1074
great spot whether looking for a couple of drinks or quiet dinner,spot,"[1, 2]",positive,1075
great spot whether looking for a couple of drinks or quiet dinner,spot,"[1, 2]",positive,1076
warm and friendly in the winter and terrific outdoor seating in the warmer months,outdoor seating,"[8, 10]",positive,1077
the food is great and they have a good selecion of wines at reasonable prices,food,"[1, 2]",positive,1078
the food is great and they have a good selecion of wines at reasonable prices,wines,"[11, 12]",positive,1079
the food is great and they have a good selecion of wines at reasonable prices,wines,"[11, 12]",positive,1080
while the ambiance and atmosphere were great the food and service could have been a lot better,ambiance,"[2, 3]",positive,1081
while the ambiance and atmosphere were great the food and service could have been a lot better,atmosphere,"[4, 5]",positive,1082
while the ambiance and atmosphere were great the food and service could have been a lot better,food,"[8, 9]",negative,1083
while the ambiance and atmosphere were great the food and service could have been a lot better,service,"[10, 11]",negative,1084
we ordered the chicken casserole but what we got were a few small pieces of chicken all dark meat and on the bone,chicken casserole,"[3, 5]",negative,1085
we ordered the chicken casserole but what we got were a few small pieces of chicken all dark meat and on the bone,chicken casserole,"[3, 5]",negative,1086
i ve been to sapphire twice and both times the food was fine if not good,food,"[10, 11]",positive,1087
stick with the chicken beef and lamb dishes,chicken,"[3, 4]",positive,1088
stick with the chicken beef and lamb dishes,beef,"[4, 5]",positive,1089
stick with the chicken beef and lamb dishes,lamb dishes,"[6, 8]",positive,1090
service is friendly and never had a problem walking in and getting a table,service,"[0, 1]",positive,1091
skip dessert,dessert,"[1, 2]",negative,1092
best reuben sandwich ever,reuben sandwich,"[1, 3]",positive,1093
don t miss bloom s on your next trip to manhatten,bloom s,"[3, 5]",positive,1094
it was the first place we ate on our first trip to new york and it will be the last place we stop as we head out of town on our next trip to new york,place,"[4, 5]",positive,1095
thanks bloom s for a lovely trip,bloom s,"[1, 3]",positive,1096
the food was not fresh the sauces were bland and very oily,food,"[1, 2]",negative,1097
the food was not fresh the sauces were bland and very oily,sauces,"[6, 7]",negative,1098
pizza was a little soggy,pizza,"[0, 1]",negative,1099
ravioli was good but i have to say that i found everything a bit overpriced,ravioli,"[0, 1]",positive,1100
not enough wines by the glass either,wines by the glass,"[2, 6]",negative,1101
service however was excellent and i liked the setting atmosphere a lot,service,"[0, 1]",positive,1102
service however was excellent and i liked the setting atmosphere a lot,setting atmosphere,"[8, 10]",positive,1103
food was just average if they lowered the prices just a bit it would be a bigger draw,food,"[0, 1]",neutral,1104
this place is a great bargain,place,"[1, 2]",positive,1105
authentic pakistani food,pakistani food,"[1, 3]",positive,1106
people are always friendly,people,"[0, 1]",positive,1107
just straight up cheap good food,food,"[5, 6]",positive,1108
just straight up cheap good food,food,"[5, 6]",positive,1109
faan is sooo good,faan,"[0, 1]",positive,1110
the best pad thai i ve ever had,pad thai,"[2, 4]",positive,1111
the design and atmosphere is just as good,design,"[1, 2]",positive,1112
the design and atmosphere is just as good,atmosphere,"[3, 4]",positive,1113
bottles of wine are cheap and good,bottles of wine,"[0, 3]",positive,1114
bottles of wine are cheap and good,bottles of wine,"[0, 3]",positive,1115
the food was actually aweful,food,"[1, 2]",negative,1116
the mussles were the fishiest things i ve ever tasted the seabass was bland the goat cheese salad was missing the goat cheese the penne w chicken had bones in it it was disgusting,mussles,"[1, 2]",negative,1117
the mussles were the fishiest things i ve ever tasted the seabass was bland the goat cheese salad was missing the goat cheese the penne w chicken had bones in it it was disgusting,seabass,"[11, 12]",negative,1118
the mussles were the fishiest things i ve ever tasted the seabass was bland the goat cheese salad was missing the goat cheese the penne w chicken had bones in it it was disgusting,goat cheese salad,"[15, 18]",negative,1119
the mussles were the fishiest things i ve ever tasted the seabass was bland the goat cheese salad was missing the goat cheese the penne w chicken had bones in it it was disgusting,penne w chicken,"[24, 27]",negative,1120
nice atmosphere the service was very pleasant and the desert was good,atmosphere,"[1, 2]",positive,1121
nice atmosphere the service was very pleasant and the desert was good,service,"[3, 4]",positive,1122
nice atmosphere the service was very pleasant and the desert was good,desert,"[9, 10]",positive,1123
the jukebox plays everything from italian opera to the strokes,jukebox,"[1, 2]",positive,1124
the food is amazing rich pastas and fresh doughy pizza,food,"[1, 2]",positive,1125
the food is amazing rich pastas and fresh doughy pizza,pastas,"[5, 6]",positive,1126
the food is amazing rich pastas and fresh doughy pizza,pizza,"[9, 10]",positive,1127
best of all is the warm vibe the owner is super friendly and service is fast,vibe,"[6, 7]",positive,1128
best of all is the warm vibe the owner is super friendly and service is fast,owner,"[8, 9]",positive,1129
best of all is the warm vibe the owner is super friendly and service is fast,service,"[13, 14]",positive,1130
go here for the drinks,drinks,"[4, 5]",positive,1131
the drinks are amazing and half off till 8pm,drinks,"[1, 2]",positive,1132
the drinks are amazing and half off till 8pm,drinks,"[1, 2]",positive,1133
ask for usha the nicest bartender in manhattan,usha,"[2, 3]",positive,1134
my fav was the sassy lassi,sassy lassi,"[4, 6]",positive,1135
this is an amazing place to try some roti rolls,roti rolls,"[8, 10]",positive,1136
i really recommend the very simple unda egg rolls,unda egg rolls,"[6, 9]",positive,1137
delicate spices onions eggs and a kick ass roti,spices,"[1, 2]",positive,1138
delicate spices onions eggs and a kick ass roti,onions,"[2, 3]",positive,1139
delicate spices onions eggs and a kick ass roti,eggs,"[3, 4]",positive,1140
delicate spices onions eggs and a kick ass roti,roti,"[8, 9]",positive,1141
toons has recently been redone so it s now a very attractive space,toons,"[0, 1]",positive,1142
the food s as good as ever,food,"[1, 2]",positive,1143
in an area sadly lacking in decent thai food this is one of the best spots,thai food,"[7, 9]",positive,1144
went here last night nice decor good service but the food was surprisingly excellent,decor,"[5, 6]",positive,1145
went here last night nice decor good service but the food was surprisingly excellent,service,"[7, 8]",positive,1146
went here last night nice decor good service but the food was surprisingly excellent,food,"[10, 11]",positive,1147
the portions are huge so it might be good to order three things to split rather than one appetizer and entree per person for two people,portions,"[1, 2]",neutral,1148
best drumsticks over rice and sour spicy soup in town,drumsticks over rice,"[1, 4]",positive,1149
best drumsticks over rice and sour spicy soup in town,sour spicy soup,"[5, 8]",positive,1150
beef noodle soup is good as well,beef noodle soup,"[0, 3]",positive,1151
the service is good and the resturant is clean,service,"[1, 2]",positive,1152
the service is good and the resturant is clean,resturant,"[6, 7]",positive,1153
best taiwanese food in ny,taiwanese food,"[1, 3]",positive,1154
i have been to rao s probably 15 times the past 3 years and it keeps getting better,rao s,"[4, 6]",positive,1155
rao s has the best service and atmosphere in nyc,service,"[5, 6]",positive,1156
rao s has the best service and atmosphere in nyc,atmosphere,"[7, 8]",positive,1157
my roommate and i love this place,place,"[6, 7]",positive,1158
we recently decided to try this location and to our delight they have outdoor seating perfect since i had my yorkie with me,outdoor seating,"[13, 15]",positive,1159
indoor was very cozy and cute,indoor,"[0, 1]",positive,1160
the portion sizes here are huge and the sushi is good,portion sizes,"[1, 3]",positive,1161
the portion sizes here are huge and the sushi is good,sushi,"[8, 9]",positive,1162
staff is very accomodating,staff,"[0, 1]",positive,1163
excellent dumplings served amid clean chic decor,dumplings,"[1, 2]",positive,1164
excellent dumplings served amid clean chic decor,decor,"[6, 7]",positive,1165
i got the 10 10 piece dim sum combo every bite of which was great,10 10 piece dim sum combo,"[3, 9]",positive,1166
the decor is very simple but comfortable,decor,"[1, 2]",positive,1167
the food was delicious but do not come here on a empty stomach,food,"[1, 2]",positive,1168
the food was delicious but do not come here on a empty stomach,food,"[1, 2]",negative,1169
the portions are small but being that the food was so good makes up for that,portions,"[1, 2]",negative,1170
the portions are small but being that the food was so good makes up for that,food,"[8, 9]",positive,1171
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert,crabmeat lasagna,"[4, 6]",positive,1172
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert,chocolate bread pudding,"[14, 17]",positive,1173
the staff there is very attentive and down to earth,staff,"[1, 2]",positive,1174
great indian food and the service is incredible,indian food,"[1, 3]",positive,1175
great indian food and the service is incredible,service,"[5, 6]",positive,1176
the owner truly caters to all your needs,owner,"[1, 2]",positive,1177
great food and the prices are very reasonable,food,"[1, 2]",positive,1178
the food here does a great service to the name cantonese that is,food,"[1, 2]",positive,1179
i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork,egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork,"[6, 21]",positive,1180
this dish is my favorite and i always get it when i go there and never get tired of it,dish,"[1, 2]",positive,1181
try the congee and the donut like deep fried dough they call ow ley soh a delicious and sweet tasting bread,congee,"[2, 3]",positive,1182
try the congee and the donut like deep fried dough they call ow ley soh a delicious and sweet tasting bread,ow ley soh,"[12, 15]",positive,1183
simply some good tasting chinese food at incredible prices,chinese food,"[4, 6]",positive,1184
simply some good tasting chinese food at incredible prices,chinese food,"[4, 6]",positive,1185
service is not what you are coming here for,service,"[0, 1]",negative,1186
big wong is a great place to eat and fill your stomach,big wong,"[0, 2]",positive,1187
whoever the jazz duo was they were on point,jazz duo,"[2, 4]",positive,1188
good music great food speedy service affordable prices,music,"[1, 2]",positive,1189
good music great food speedy service affordable prices,food,"[3, 4]",positive,1190
good music great food speedy service affordable prices,service,"[5, 6]",positive,1191
even the wine by the glass was good,wine by the glass,"[2, 6]",positive,1192
consistently good japanese tapas,japanese tapas,"[2, 4]",positive,1193
always good drinks and service is pretty good,drinks,"[2, 3]",positive,1194
always good drinks and service is pretty good,service,"[4, 5]",positive,1195
atmosphere is nice and relaxed too,atmosphere,"[0, 1]",positive,1196
a great place to meet up for some food and drinks,place,"[2, 3]",positive,1197
yakitori bbq meats is tasty too,yakitori bbq meats,"[0, 3]",positive,1198
if you don t mind pre sliced low quality fish unfriendly staff and a sushi chef that looks like he is miserable then this is your place,fish,"[9, 10]",negative,1199
if you don t mind pre sliced low quality fish unfriendly staff and a sushi chef that looks like he is miserable then this is your place,staff,"[11, 12]",negative,1200
if you don t mind pre sliced low quality fish unfriendly staff and a sushi chef that looks like he is miserable then this is your place,sushi chef,"[14, 16]",negative,1201
price and quality of fish alone will keep us from making a return visit,fish,"[4, 5]",negative,1202
price and quality of fish alone will keep us from making a return visit,fish,"[4, 5]",negative,1203
wasn t going to share but i feel obligated while sitting at the sushi bar dining we watched the chef accidentally drop a piece of unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing,chef,"[19, 20]",negative,1204
this place which is only a few months old is perhaps queens biggest secret,place,"[1, 2]",positive,1205
fabulous decor makes you feel like you re in a trendy manhattan restaurant very very good food cheaply priced generally friendly staff and if you re a manhattanite or spend most of your time in manhattan rice avenue will make you feel at home very soho village upper west side minus the expensive prices and pretentious clientele all on roosevelt avenue,decor,"[1, 2]",positive,1206
fabulous decor makes you feel like you re in a trendy manhattan restaurant very very good food cheaply priced generally friendly staff and if you re a manhattanite or spend most of your time in manhattan rice avenue will make you feel at home very soho village upper west side minus the expensive prices and pretentious clientele all on roosevelt avenue,food,"[16, 17]",positive,1207
fabulous decor makes you feel like you re in a trendy manhattan restaurant very very good food cheaply priced generally friendly staff and if you re a manhattanite or spend most of your time in manhattan rice avenue will make you feel at home very soho village upper west side minus the expensive prices and pretentious clientele all on roosevelt avenue,food,"[16, 17]",positive,1208
fabulous decor makes you feel like you re in a trendy manhattan restaurant very very good food cheaply priced generally friendly staff and if you re a manhattanite or spend most of your time in manhattan rice avenue will make you feel at home very soho village upper west side minus the expensive prices and pretentious clientele all on roosevelt avenue,staff,"[21, 22]",positive,1209
fabulous decor makes you feel like you re in a trendy manhattan restaurant very very good food cheaply priced generally friendly staff and if you re a manhattanite or spend most of your time in manhattan rice avenue will make you feel at home very soho village upper west side minus the expensive prices and pretentious clientele all on roosevelt avenue,rice avenue,"[36, 38]",positive,1210
fabulous decor makes you feel like you re in a trendy manhattan restaurant very very good food cheaply priced generally friendly staff and if you re a manhattanite or spend most of your time in manhattan rice avenue will make you feel at home very soho village upper west side minus the expensive prices and pretentious clientele all on roosevelt avenue,rice avenue,"[36, 38]",positive,1211
fabulous decor makes you feel like you re in a trendy manhattan restaurant very very good food cheaply priced generally friendly staff and if you re a manhattanite or spend most of your time in manhattan rice avenue will make you feel at home very soho village upper west side minus the expensive prices and pretentious clientele all on roosevelt avenue,rice avenue,"[36, 38]",positive,1212
we were seated outside and the waiter spilled red wine and hot tea on myself and my date,waiter,"[6, 7]",negative,1213
one would think we d get an apology or complimentary drinks instead we got a snobby waiter wouldn t even take our order for 15 minutes and gave us lip when we asked him to do so,waiter,"[16, 17]",negative,1214
with so many good restaurants on the uws i don t need overpriced food absurdly arrogant wait staff who don t recognize they work at a glorified diner clumsy service and management that doesn t care,food,"[13, 14]",negative,1215
with so many good restaurants on the uws i don t need overpriced food absurdly arrogant wait staff who don t recognize they work at a glorified diner clumsy service and management that doesn t care,wait staff,"[16, 18]",negative,1216
with so many good restaurants on the uws i don t need overpriced food absurdly arrogant wait staff who don t recognize they work at a glorified diner clumsy service and management that doesn t care,service,"[29, 30]",negative,1217
with so many good restaurants on the uws i don t need overpriced food absurdly arrogant wait staff who don t recognize they work at a glorified diner clumsy service and management that doesn t care,management,"[31, 32]",negative,1218
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side,service,"[19, 20]",negative,1219
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side,food,"[24, 25]",negative,1220
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side,food,"[24, 25]",negative,1221
the food is okay and the prices here are mediocre,food,"[1, 2]",neutral,1222
baluchi s has solid food and a nice decor at reasonable prices,food,"[4, 5]",positive,1223
baluchi s has solid food and a nice decor at reasonable prices,decor,"[8, 9]",positive,1224
baluchi s has solid food and a nice decor at reasonable prices,baluchi s,"[0, 2]",positive,1225
the only problem is that the manager is a complete incompetent,manager,"[6, 7]",negative,1226
he offers subpar service and has no personality,service,"[3, 4]",negative,1227
there is no excuse for such lousy service,service,"[7, 8]",negative,1228
i have never before eaten 40 pieces of relatively good nigiri,nigiri,"[10, 11]",neutral,1229
20 for all you can eat sushi cannot be beaten,all you can eat sushi,"[2, 7]",positive,1230
i went to areo on a sunday afternoon with four of my girlfriends and spent three enjoyable hours there,areo,"[3, 4]",positive,1231
most of the servers are very attentive friendly and quite attractive,servers,"[3, 4]",positive,1232
the vibe is very relaxed and cozy service was great and the food was excellent,vibe,"[1, 2]",positive,1233
the vibe is very relaxed and cozy service was great and the food was excellent,service,"[7, 8]",positive,1234
the vibe is very relaxed and cozy service was great and the food was excellent,food,"[12, 13]",positive,1235
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went,food,"[0, 1]",positive,1236
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went,view of the new york city skiline,"[5, 12]",positive,1237
i would highly recommand requesting a table by the window,table by the window,"[6, 10]",positive,1238
although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat,service,"[14, 15]",positive,1239
although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat,place,"[22, 23]",positive,1240
the food is great,food,"[1, 2]",positive,1241
personal pans are the perfect size for those hungry nights,personal pans,"[0, 2]",positive,1242
there is a downside if you re ordering in the delivery guys have major attitude,delivery guys,"[10, 12]",negative,1243
never have i had such dramatic delivery guys a lot of huffing and panting and muttering under breath b c i live in a walkup who always seem disappointed with their tips,delivery guys,"[6, 8]",negative,1244
love the scene first off the place has a character and nice light to it very fortunate location wise,scene,"[2, 3]",positive,1245
love the scene first off the place has a character and nice light to it very fortunate location wise,place,"[6, 7]",positive,1246
love the scene first off the place has a character and nice light to it very fortunate location wise,location,"[17, 18]",positive,1247
the pizza was pretty good and huge,pizza,"[1, 2]",positive,1248
the pizza was pretty good and huge,pizza,"[1, 2]",positive,1249
we were 4 and got the family size penne a la vodka which was tremendously gigantic portion a bucket of food literally,penne a la vodka,"[8, 12]",positive,1250
the pasta penne was pretty extra buttery creamy which means a big task to diggest tasty at first but i would say that i was full with a slice of pizza and 7 to count penne got a little moody afterwards cause was stuffed lol,pasta penne,"[1, 3]",negative,1251
the pasta penne was pretty extra buttery creamy which means a big task to diggest tasty at first but i would say that i was full with a slice of pizza and 7 to count penne got a little moody afterwards cause was stuffed lol,pasta penne,"[1, 3]",negative,1252
la rosa waltzes in and i think they are doing it the best,la rosa,"[0, 2]",positive,1253
interesting selection good wines service fine fun decor,wines,"[3, 4]",positive,1254
interesting selection good wines service fine fun decor,service,"[4, 5]",positive,1255
interesting selection good wines service fine fun decor,decor,"[7, 8]",positive,1256
interesting selection good wines service fine fun decor,selection,"[1, 2]",positive,1257
i found it on a cold night the perfect spot to warm up,spot,"[9, 10]",positive,1258
i recieved prompt service with a smile,service,"[3, 4]",positive,1259
this place blew me away by far my new favorite restaurant on the uppereast side,place,"[1, 2]",positive,1260
the wine list is extensive and impressive,wine list,"[1, 3]",positive,1261
love the atmosphere felt like i was in paris,atmosphere,"[2, 3]",positive,1262
the mussels were fantastic and so was the dessert definitely going to be back very soon,mussels,"[1, 2]",positive,1263
the mussels were fantastic and so was the dessert definitely going to be back very soon,dessert,"[8, 9]",positive,1264
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna,service,"[17, 18]",positive,1265
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna,staff,"[21, 22]",positive,1266
over the years the host vittorio and his crew have always treated me as family although with all the business this not so little gem does it amazing he s even able to remember a consistent but not so frequent visitor,host,"[4, 5]",positive,1267
over the years the host vittorio and his crew have always treated me as family although with all the business this not so little gem does it amazing he s even able to remember a consistent but not so frequent visitor,crew,"[8, 9]",positive,1268
i ve also been amazed at all the new additions in the past few years a new jazz bar the most fantastic dining garden the best thin crust pizzas and now a lasagna menu which is to die for these are not your average lasagnas,dining garden,"[22, 24]",positive,1269
i ve also been amazed at all the new additions in the past few years a new jazz bar the most fantastic dining garden the best thin crust pizzas and now a lasagna menu which is to die for these are not your average lasagnas,jazz bar,"[17, 19]",positive,1270
i ve also been amazed at all the new additions in the past few years a new jazz bar the most fantastic dining garden the best thin crust pizzas and now a lasagna menu which is to die for these are not your average lasagnas,thin crust pizzas,"[26, 29]",positive,1271
i ve also been amazed at all the new additions in the past few years a new jazz bar the most fantastic dining garden the best thin crust pizzas and now a lasagna menu which is to die for these are not your average lasagnas,lasagna menu,"[32, 34]",positive,1272
i love this place,place,"[3, 4]",positive,1273
i have to say i have never had a disapointing meal here,meal,"[10, 11]",positive,1274
we could have made a meal of the yummy dumplings from the dumpling menu,dumplings,"[9, 10]",positive,1275
luckily we saved room for the bbq salmon sea bass and crispy duck,bbq salmon,"[6, 8]",positive,1276
luckily we saved room for the bbq salmon sea bass and crispy duck,sea bass,"[8, 10]",positive,1277
luckily we saved room for the bbq salmon sea bass and crispy duck,crispy duck,"[11, 13]",positive,1278
